"Data" "Ora" "FlussoImport" "FlussoExport" "Zona"
"18244" 2022-06-30 "17" 2502.721 0 "XFRA"
"18245" 2022-06-30 "17" 500 0 "XGRE"
"18246" 2022-06-30 "18" 403.107 0 "BSP"
"18247" 2022-06-30 "18" 316 0 "XAUS"
"18248" 2022-06-30 "18" 3100.144 0 "XFRA"
"18249" 2022-06-30 "18" 500 0 "XGRE"
"18250" 2022-06-30 "19" 291.661 0 "BSP"
"18251" 2022-06-30 "19" 312 0 "XAUS"
"18252" 2022-06-30 "19" 2830.34 0 "XFRA"
"18253" 2022-06-30 "19" 500 0 "XGRE"
"18254" 2022-06-30 "20" 589.398 0 "BSP"
"18255" 2022-06-30 "20" 312 0 "XAUS"
"18256" 2022-06-30 "20" 2410.919 0 "XFRA"
"18257" 2022-06-30 "20" 500 0 "XGRE"
"18258" 2022-06-30 "21" 613 0 "BSP"
"18259" 2022-06-30 "21" 312 0 "XAUS"
"18260" 2022-06-30 "21" 2515.648 0 "XFRA"
"18261" 2022-06-30 "21" 500 0 "XGRE"
"18262" 2022-06-30 "22" 624 0 "BSP"
"18263" 2022-06-30 "22" 316 0 "XAUS"
"18264" 2022-06-30 "22" 3004.798 0 "XFRA"
"18265" 2022-06-30 "22" 500 0 "XGRE"
"18266" 2022-06-30 "23" 0 466.954 "BSP"
"18267" 2022-06-30 "23" 316 0 "XAUS"
"18268" 2022-06-30 "23" 3278 0 "XFRA"
"18269" 2022-06-30 "23" 0 119.621 "XGRE"
"18270" 2022-06-30 "24" 587 0 "BSP"
"18271" 2022-06-30 "24" 304 0 "XAUS"
"18272" 2022-06-30 "24" 1491.76 0 "XFRA"
"18273" 2022-06-30 "24" 0 66.272 "XGRE"
"18279" 2022-07-01 "1" 661 0 "BSP"
"18280" 2022-07-01 "1" 334 0 "XAUS"
"18281" 2022-07-01 "1" 2790.621 0 "XFRA"
"18282" 2022-07-01 "1" 485.591 0 "XGRE"
"18283" 2022-07-01 "2" 661 0 "BSP"
"18284" 2022-07-01 "2" 334 0 "XAUS"
"18285" 2022-07-01 "2" 3455 0 "XFRA"
"18286" 2022-07-01 "2" 490.408 0 "XGRE"
"18287" 2022-07-01 "3" 661 0 "BSP"
"18288" 2022-07-01 "3" 334 0 "XAUS"
"18289" 2022-07-01 "3" 3455 0 "XFRA"
"18290" 2022-07-01 "3" 500 0 "XGRE"
"18291" 2022-07-01 "4" 641 0 "BSP"
"18292" 2022-07-01 "4" 326 0 "XAUS"
"18293" 2022-07-01 "4" 3348 0 "XFRA"
"18294" 2022-07-01 "4" 500 0 "XGRE"
"18295" 2022-07-01 "5" 641 0 "BSP"
"18296" 2022-07-01 "5" 326 0 "XAUS"
"18297" 2022-07-01 "5" 3348 0 "XFRA"
"18298" 2022-07-01 "5" 500 0 "XGRE"
"18299" 2022-07-01 "6" 641 0 "BSP"
"18300" 2022-07-01 "6" 326 0 "XAUS"
"18301" 2022-07-01 "6" 3348 0 "XFRA"
"18302" 2022-07-01 "6" 500 0 "XGRE"
"18303" 2022-07-01 "7" 206.873 0 "BSP"
"18304" 2022-07-01 "7" 326 0 "XAUS"
"18305" 2022-07-01 "7" 2676.413 0 "XFRA"
"18306" 2022-07-01 "7" 500 0 "XGRE"
"18307" 2022-07-01 "8" 316.661 0 "BSP"
"18308" 2022-07-01 "8" 311 0 "XAUS"
"18309" 2022-07-01 "8" 1814.086 0 "XFRA"
"18310" 2022-07-01 "8" 500 0 "XGRE"
"18311" 2022-07-01 "9" 619 0 "BSP"
"18312" 2022-07-01 "9" 314 0 "XAUS"
"18313" 2022-07-01 "9" 2256.157 0 "XFRA"
"18314" 2022-07-01 "9" 500 0 "XGRE"
"18315" 2022-07-01 "10" 637 0 "BSP"
"18316" 2022-07-01 "10" 322 0 "XAUS"
"18317" 2022-07-01 "10" 2499.926 0 "XFRA"
"18318" 2022-07-01 "10" 500 0 "XGRE"
"18319" 2022-07-01 "11" 637 0 "BSP"
"18320" 2022-07-01 "11" 322 0 "XAUS"
"18321" 2022-07-01 "11" 2277.006 0 "XFRA"
"18322" 2022-07-01 "11" 500 0 "XGRE"
"18323" 2022-07-01 "12" 637 0 "BSP"
"18324" 2022-07-01 "12" 322 0 "XAUS"
"18325" 2022-07-01 "12" 2142.106 0 "XFRA"
"18326" 2022-07-01 "12" 500 0 "XGRE"
"18327" 2022-07-01 "13" 631 0 "BSP"
"18328" 2022-07-01 "13" 319 0 "XAUS"
"18329" 2022-07-01 "13" 1065.107 0 "XFRA"
"18330" 2022-07-01 "13" 500 0 "XGRE"
"18331" 2022-07-01 "14" 631 0 "BSP"
"18332" 2022-07-01 "14" 319 0 "XAUS"
"18333" 2022-07-01 "14" 2247.359 0 "XFRA"
"18334" 2022-07-01 "14" 181.542 0 "XGRE"
"18335" 2022-07-01 "15" 631 0 "BSP"
"18336" 2022-07-01 "15" 319 0 "XAUS"
"18337" 2022-07-01 "15" 3316 0 "XFRA"
"18338" 2022-07-01 "15" 30.859 0 "XGRE"
"18339" 2022-07-01 "16" 13.883 0 "BSP"
"18340" 2022-07-01 "16" 329 0 "XAUS"
"18341" 2022-07-01 "16" 3447 0 "XFRA"
"18342" 2022-07-01 "16" 0 86.354 "XGRE"
"18343" 2022-07-01 "17" 0 357.545 "BSP"
"18344" 2022-07-01 "17" 329 0 "XAUS"
"18345" 2022-07-01 "17" 3447 0 "XFRA"
"18346" 2022-07-01 "17" 285.894 0 "XGRE"
"18347" 2022-07-01 "18" 656 0 "BSP"
"18348" 2022-07-01 "18" 329 0 "XAUS"
"18349" 2022-07-01 "18" 3447 0 "XFRA"
"18350" 2022-07-01 "18" 0 69.128 "XGRE"
"18351" 2022-07-01 "19" 604 0 "BSP"
"18352" 2022-07-01 "19" 308 0 "XAUS"
"18353" 2022-07-01 "19" 3170 0 "XFRA"
"18354" 2022-07-01 "19" 500 0 "XGRE"
"18355" 2022-07-01 "20" 604 0 "BSP"
"18356" 2022-07-01 "20" 308 0 "XAUS"
"18357" 2022-07-01 "20" 3170 0 "XFRA"
"18358" 2022-07-01 "20" 500 0 "XGRE"
"18359" 2022-07-01 "21" 604 0 "BSP"
"18360" 2022-07-01 "21" 308 0 "XAUS"
"18361" 2022-07-01 "21" 3170 0 "XFRA"
"18362" 2022-07-01 "21" 457.635 0 "XGRE"
"18363" 2022-07-01 "22" 610 0 "BSP"
"18364" 2022-07-01 "22" 310 0 "XAUS"
"18365" 2022-07-01 "22" 2778.225 0 "XFRA"
"18366" 2022-07-01 "22" 315.352 0 "XGRE"
"18367" 2022-07-01 "23" 352.137 0 "BSP"
"18368" 2022-07-01 "23" 310 0 "XAUS"
"18369" 2022-07-01 "23" 2202.585 0 "XFRA"
"18370" 2022-07-01 "23" 107.601 0 "XGRE"
"18371" 2022-07-01 "24" 573 0 "BSP"
"18372" 2022-07-01 "24" 298 0 "XAUS"
"18373" 2022-07-01 "24" 281.046 0 "XFRA"
"18374" 2022-07-01 "24" 500 0 "XGRE"
"18380" 2022-07-02 "1" 710 0 "BSP"
"18381" 2022-07-02 "1" 354 0 "XAUS"
"18382" 2022-07-02 "1" 3714 0 "XFRA"
"18383" 2022-07-02 "1" 500 0 "XGRE"
"18384" 2022-07-02 "2" 710 0 "BSP"
"18385" 2022-07-02 "2" 354 0 "XAUS"
"18386" 2022-07-02 "2" 3714 0 "XFRA"
"18387" 2022-07-02 "2" 500 0 "XGRE"
"18388" 2022-07-02 "3" 710 0 "BSP"
"18389" 2022-07-02 "3" 354 0 "XAUS"
"18390" 2022-07-02 "3" 3714 0 "XFRA"
"18391" 2022-07-02 "3" 500 0 "XGRE"
"18392" 2022-07-02 "4" 712 0 "BSP"
"18393" 2022-07-02 "4" 356 0 "XAUS"
"18394" 2022-07-02 "4" 3729 0 "XFRA"
"18395" 2022-07-02 "4" 500 0 "XGRE"
"18396" 2022-07-02 "5" 712 0 "BSP"
"18397" 2022-07-02 "5" 356 0 "XAUS"
"18398" 2022-07-02 "5" 3729 0 "XFRA"
"18399" 2022-07-02 "5" 500 0 "XGRE"
"18400" 2022-07-02 "6" 712 0 "BSP"
"18401" 2022-07-02 "6" 356 0 "XAUS"
"18402" 2022-07-02 "6" 3729 0 "XFRA"
"18403" 2022-07-02 "6" 500 0 "XGRE"
"18404" 2022-07-02 "7" 712 0 "BSP"
"18405" 2022-07-02 "7" 356 0 "XAUS"
"18406" 2022-07-02 "7" 3729 0 "XFRA"
"18407" 2022-07-02 "7" 500 0 "XGRE"
"18408" 2022-07-02 "8" 649 0 "BSP"
"18409" 2022-07-02 "8" 326 0 "XAUS"
"18410" 2022-07-02 "8" 3412 0 "XFRA"
"18411" 2022-07-02 "8" 500 0 "XGRE"
"18412" 2022-07-02 "9" 649 0 "BSP"
"18413" 2022-07-02 "9" 326 0 "XAUS"
"18414" 2022-07-02 "9" 3412 0 "XFRA"
"18415" 2022-07-02 "9" 500 0 "XGRE"
"18416" 2022-07-02 "10" 647 0 "BSP"
"18417" 2022-07-02 "10" 326 0 "XAUS"
"18418" 2022-07-02 "10" 3402 0 "XFRA"
"18419" 2022-07-02 "10" 500 0 "XGRE"
"18420" 2022-07-02 "11" 647 0 "BSP"
"18421" 2022-07-02 "11" 326 0 "XAUS"
"18422" 2022-07-02 "11" 3402 0 "XFRA"
"18423" 2022-07-02 "11" 500 0 "XGRE"
"18424" 2022-07-02 "12" 647 0 "BSP"
"18425" 2022-07-02 "12" 326 0 "XAUS"
"18426" 2022-07-02 "12" 3402 0 "XFRA"
"18427" 2022-07-02 "12" 500 0 "XGRE"
"18428" 2022-07-02 "13" 638 0 "BSP"
"18429" 2022-07-02 "13" 322 0 "XAUS"
"18430" 2022-07-02 "13" 3353 0 "XFRA"
"18431" 2022-07-02 "13" 500 0 "XGRE"
"18432" 2022-07-02 "14" 638 0 "BSP"
"18433" 2022-07-02 "14" 322 0 "XAUS"
"18434" 2022-07-02 "14" 3353 0 "XFRA"
"18435" 2022-07-02 "14" 500 0 "XGRE"
"18436" 2022-07-02 "15" 638 0 "BSP"
"18437" 2022-07-02 "15" 322 0 "XAUS"
"18438" 2022-07-02 "15" 3353 0 "XFRA"
"18439" 2022-07-02 "15" 500 0 "XGRE"
"18440" 2022-07-02 "16" 571.83 0 "BSP"
"18441" 2022-07-02 "16" 326 0 "XAUS"
"18442" 2022-07-02 "16" 3408 0 "XFRA"
"18443" 2022-07-02 "16" 500 0 "XGRE"
"18444" 2022-07-02 "17" 502.014 0 "BSP"
"18445" 2022-07-02 "17" 326 0 "XAUS"
"18446" 2022-07-02 "17" 3408 0 "XFRA"
"18447" 2022-07-02 "17" 500 0 "XGRE"
"18448" 2022-07-02 "18" 648 0 "BSP"
"18449" 2022-07-02 "18" 326 0 "XAUS"
"18450" 2022-07-02 "18" 3408 0 "XFRA"
"18451" 2022-07-02 "18" 500 0 "XGRE"
"18452" 2022-07-02 "19" 672 0 "BSP"
"18453" 2022-07-02 "19" 336 0 "XAUS"
"18454" 2022-07-02 "19" 3534 0 "XFRA"
"18455" 2022-07-02 "19" 500 0 "XGRE"
"18456" 2022-07-02 "20" 672 0 "BSP"
"18457" 2022-07-02 "20" 336 0 "XAUS"
"18458" 2022-07-02 "20" 3534 0 "XFRA"
"18459" 2022-07-02 "20" 500 0 "XGRE"
"18460" 2022-07-02 "21" 672 0 "BSP"
"18461" 2022-07-02 "21" 336 0 "XAUS"
"18462" 2022-07-02 "21" 3534 0 "XFRA"
"18463" 2022-07-02 "21" 500 0 "XGRE"
"18464" 2022-07-02 "22" 673 0 "BSP"
"18465" 2022-07-02 "22" 336 0 "XAUS"
"18466" 2022-07-02 "22" 3540 0 "XFRA"
"18467" 2022-07-02 "22" 500 0 "XGRE"
"18468" 2022-07-02 "23" 673 0 "BSP"
"18469" 2022-07-02 "23" 336 0 "XAUS"
"18470" 2022-07-02 "23" 3540 0 "XFRA"
"18471" 2022-07-02 "23" 500 0 "XGRE"
"18472" 2022-07-02 "24" 638 0 "BSP"
"18473" 2022-07-02 "24" 325 0 "XAUS"
"18474" 2022-07-02 "24" 3337 0 "XFRA"
"18475" 2022-07-02 "24" 500 0 "XGRE"
"18481" 2022-07-03 "1" 661 0 "BSP"
"18482" 2022-07-03 "1" 334 0 "XAUS"
"18483" 2022-07-03 "1" 3454 0 "XFRA"
"18484" 2022-07-03 "1" 500 0 "XGRE"
"18485" 2022-07-03 "2" 633 0 "BSP"
"18486" 2022-07-03 "2" 323 0 "XAUS"
"18487" 2022-07-03 "2" 3309 0 "XFRA"
"18488" 2022-07-03 "2" 500 0 "XGRE"
"18489" 2022-07-03 "3" 493 0 "BSP"
"18490" 2022-07-03 "3" 265 0 "XAUS"
"18491" 2022-07-03 "3" 2567 0 "XFRA"
"18492" 2022-07-03 "3" 500 0 "XGRE"
"18493" 2022-07-03 "4" 493 0 "BSP"
"18494" 2022-07-03 "4" 265 0 "XAUS"
"18495" 2022-07-03 "4" 2567 0 "XFRA"
"18496" 2022-07-03 "4" 500 0 "XGRE"
"18497" 2022-07-03 "5" 493 0 "BSP"
"18498" 2022-07-03 "5" 265 0 "XAUS"
"18499" 2022-07-03 "5" 2567 0 "XFRA"
"18500" 2022-07-03 "5" 500 0 "XGRE"
"18501" 2022-07-03 "6" 493 0 "BSP"
"18502" 2022-07-03 "6" 265 0 "XAUS"
"18503" 2022-07-03 "6" 2567 0 "XFRA"
"18504" 2022-07-03 "6" 500 0 "XGRE"
"18505" 2022-07-03 "7" 493 0 "BSP"
"18506" 2022-07-03 "7" 265 0 "XAUS"
"18507" 2022-07-03 "7" 2567 0 "XFRA"
"18508" 2022-07-03 "7" 500 0 "XGRE"
"18509" 2022-07-03 "8" 493 0 "BSP"
"18510" 2022-07-03 "8" 265 0 "XAUS"
"18511" 2022-07-03 "8" 2567 0 "XFRA"
"18512" 2022-07-03 "8" 500 0 "XGRE"
"18513" 2022-07-03 "9" 493 0 "BSP"
"18514" 2022-07-03 "9" 265 0 "XAUS"
"18515" 2022-07-03 "9" 2567 0 "XFRA"
"18516" 2022-07-03 "9" 500 0 "XGRE"
"18517" 2022-07-03 "10" 493 0 "BSP"
"18518" 2022-07-03 "10" 265 0 "XAUS"
"18519" 2022-07-03 "10" 2567 0 "XFRA"
"18520" 2022-07-03 "10" 500 0 "XGRE"
"18521" 2022-07-03 "11" 493 0 "BSP"
"18522" 2022-07-03 "11" 265 0 "XAUS"
"18523" 2022-07-03 "11" 2567 0 "XFRA"
"18524" 2022-07-03 "11" 500 0 "XGRE"
"18525" 2022-07-03 "12" 493 0 "BSP"
"18526" 2022-07-03 "12" 265 0 "XAUS"
"18527" 2022-07-03 "12" 2567 0 "XFRA"
"18528" 2022-07-03 "12" 500 0 "XGRE"
"18529" 2022-07-03 "13" 493 0 "BSP"
"18530" 2022-07-03 "13" 265 0 "XAUS"
"18531" 2022-07-03 "13" 2567 0 "XFRA"
"18532" 2022-07-03 "13" 500 0 "XGRE"
"18533" 2022-07-03 "14" 320 0 "BSP"
"18534" 2022-07-03 "14" 265 0 "XAUS"
"18535" 2022-07-03 "14" 2567 0 "XFRA"
"18536" 2022-07-03 "14" 500 0 "XGRE"
"18537" 2022-07-03 "15" 132 0 "BSP"
"18538" 2022-07-03 "15" 265 0 "XAUS"
"18539" 2022-07-03 "15" 2567 0 "XFRA"
"18540" 2022-07-03 "15" 500 0 "XGRE"
"18541" 2022-07-03 "16" 445 0 "BSP"
"18542" 2022-07-03 "16" 265 0 "XAUS"
"18543" 2022-07-03 "16" 2567 0 "XFRA"
"18544" 2022-07-03 "16" 500 0 "XGRE"
"18545" 2022-07-03 "17" 493 0 "BSP"
"18546" 2022-07-03 "17" 265 0 "XAUS"
"18547" 2022-07-03 "17" 2567 0 "XFRA"
"18548" 2022-07-03 "17" 500 0 "XGRE"
"18549" 2022-07-03 "18" 493 0 "BSP"
"18550" 2022-07-03 "18" 265 0 "XAUS"
"18551" 2022-07-03 "18" 2567 0 "XFRA"
"18552" 2022-07-03 "18" 500 0 "XGRE"
"18553" 2022-07-03 "19" 493 0 "BSP"
"18554" 2022-07-03 "19" 265 0 "XAUS"
"18555" 2022-07-03 "19" 2567 0 "XFRA"
"18556" 2022-07-03 "19" 500 0 "XGRE"
"18557" 2022-07-03 "20" 493 0 "BSP"
"18558" 2022-07-03 "20" 265 0 "XAUS"
"18559" 2022-07-03 "20" 2567 0 "XFRA"
"18560" 2022-07-03 "20" 500 0 "XGRE"
"18561" 2022-07-03 "21" 493 0 "BSP"
"18562" 2022-07-03 "21" 265 0 "XAUS"
"18563" 2022-07-03 "21" 2567 0 "XFRA"
"18564" 2022-07-03 "21" 500 0 "XGRE"
"18565" 2022-07-03 "22" 493 0 "BSP"
"18566" 2022-07-03 "22" 265 0 "XAUS"
"18567" 2022-07-03 "22" 2567 0 "XFRA"
"18568" 2022-07-03 "22" 500 0 "XGRE"
"18569" 2022-07-03 "23" 493 0 "BSP"
"18570" 2022-07-03 "23" 265 0 "XAUS"
"18571" 2022-07-03 "23" 2567 0 "XFRA"
"18572" 2022-07-03 "23" 500 0 "XGRE"
"18573" 2022-07-03 "24" 493 0 "BSP"
"18574" 2022-07-03 "24" 265 0 "XAUS"
"18575" 2022-07-03 "24" 2567 0 "XFRA"
"18576" 2022-07-03 "24" 500 0 "XGRE"
"18582" 2022-07-04 "1" 694 0 "BSP"
"18583" 2022-07-04 "1" 348 0 "XAUS"
"18584" 2022-07-04 "1" 3632 0 "XFRA"
"18585" 2022-07-04 "1" 500 0 "XGRE"
"18586" 2022-07-04 "2" 694 0 "BSP"
"18587" 2022-07-04 "2" 348 0 "XAUS"
"18588" 2022-07-04 "2" 3632 0 "XFRA"
"18589" 2022-07-04 "2" 500 0 "XGRE"
"18590" 2022-07-04 "3" 694 0 "BSP"
"18591" 2022-07-04 "3" 348 0 "XAUS"
"18592" 2022-07-04 "3" 3632 0 "XFRA"
"18593" 2022-07-04 "3" 500 0 "XGRE"
"18594" 2022-07-04 "4" 688 0 "BSP"
"18595" 2022-07-04 "4" 346 0 "XAUS"
"18596" 2022-07-04 "4" 3600 0 "XFRA"
"18597" 2022-07-04 "4" 500 0 "XGRE"
"18598" 2022-07-04 "5" 688 0 "BSP"
"18599" 2022-07-04 "5" 346 0 "XAUS"
"18600" 2022-07-04 "5" 3600 0 "XFRA"
"18601" 2022-07-04 "5" 500 0 "XGRE"
"18602" 2022-07-04 "6" 662 0 "BSP"
"18603" 2022-07-04 "6" 335 0 "XAUS"
"18604" 2022-07-04 "6" 3462 0 "XFRA"
"18605" 2022-07-04 "6" 500 0 "XGRE"
"18606" 2022-07-04 "7" 0 0 "BSP"
"18607" 2022-07-04 "7" 0 0 "XAUS"
"18608" 2022-07-04 "7" 1701.436 0 "XFRA"
"18609" 2022-07-04 "7" 500 0 "XGRE"
"18610" 2022-07-04 "8" 0 0 "BSP"
"18611" 2022-07-04 "8" 0 0 "XAUS"
"18612" 2022-07-04 "8" 44.819 0 "XFRA"
"18613" 2022-07-04 "8" 500 0 "XGRE"
"18614" 2022-07-04 "9" 220.596 0 "BSP"
"18615" 2022-07-04 "9" 320 0 "XAUS"
"18616" 2022-07-04 "9" 770.525 0 "XFRA"
"18617" 2022-07-04 "9" 500 0 "XGRE"
"18618" 2022-07-04 "10" 598.871 0 "BSP"
"18619" 2022-07-04 "10" 329 0 "XAUS"
"18620" 2022-07-04 "10" 1274.568 0 "XFRA"
"18621" 2022-07-04 "10" 500 0 "XGRE"
"18622" 2022-07-04 "11" 0 88.013 "BSP"
"18623" 2022-07-04 "11" 329 0 "XAUS"
"18624" 2022-07-04 "11" 1626.42 0 "XFRA"
"18625" 2022-07-04 "11" 500 0 "XGRE"
"18626" 2022-07-04 "12" 537.553 0 "BSP"
"18627" 2022-07-04 "12" 329 0 "XAUS"
"18628" 2022-07-04 "12" 396.327 0 "XFRA"
"18629" 2022-07-04 "12" 500 0 "XGRE"
"18630" 2022-07-04 "13" 649 0 "BSP"
"18631" 2022-07-04 "13" 326 0 "XAUS"
"18632" 2022-07-04 "13" 0 53.397 "XFRA"
"18633" 2022-07-04 "13" 500 0 "XGRE"
"18634" 2022-07-04 "14" 129.375 0 "BSP"
"18635" 2022-07-04 "14" 326 0 "XAUS"
"18636" 2022-07-04 "14" 1002.467 0 "XFRA"
"18637" 2022-07-04 "14" 500 0 "XGRE"
"18638" 2022-07-04 "15" 416.702 0 "BSP"
"18639" 2022-07-04 "15" 326 0 "XAUS"
"18640" 2022-07-04 "15" 2052.761 0 "XFRA"
"18641" 2022-07-04 "15" 500 0 "XGRE"
"18642" 2022-07-04 "16" 99.849 0 "BSP"
"18643" 2022-07-04 "16" 313 0 "XAUS"
"18644" 2022-07-04 "16" 2662.7 0 "XFRA"
"18645" 2022-07-04 "16" 500 0 "XGRE"
"18646" 2022-07-04 "17" 0 620 "BSP"
"18647" 2022-07-04 "17" 313 0 "XAUS"
"18648" 2022-07-04 "17" 3242 0 "XFRA"
"18649" 2022-07-04 "17" 497.879 0 "XGRE"
"18650" 2022-07-04 "18" 0 438.678 "BSP"
"18651" 2022-07-04 "18" 313 0 "XAUS"
"18652" 2022-07-04 "18" 2523.399 0 "XFRA"
"18653" 2022-07-04 "18" 500 0 "XGRE"
"18654" 2022-07-04 "19" 619 0 "BSP"
"18655" 2022-07-04 "19" 314 0 "XAUS"
"18656" 2022-07-04 "19" 3251 0 "XFRA"
"18657" 2022-07-04 "19" 455.405 0 "XGRE"
"18658" 2022-07-04 "20" 479.392 0 "BSP"
"18659" 2022-07-04 "20" 314 0 "XAUS"
"18660" 2022-07-04 "20" 3251 0 "XFRA"
"18661" 2022-07-04 "20" 500 0 "XGRE"
"18662" 2022-07-04 "21" 440.998 0 "BSP"
"18663" 2022-07-04 "21" 314 0 "XAUS"
"18664" 2022-07-04 "21" 3251 0 "XFRA"
"18665" 2022-07-04 "21" 500 0 "XGRE"
"18666" 2022-07-04 "22" 534 0 "BSP"
"18667" 2022-07-04 "22" 280 0 "XAUS"
"18668" 2022-07-04 "22" 2799 0 "XFRA"
"18669" 2022-07-04 "22" 500 0 "XGRE"
"18670" 2022-07-04 "23" 179.974 0 "BSP"
"18671" 2022-07-04 "23" 275 0 "XAUS"
"18672" 2022-07-04 "23" 2733 0 "XFRA"
"18673" 2022-07-04 "23" 500 0 "XGRE"
"18674" 2022-07-04 "24" 481 0 "BSP"
"18675" 2022-07-04 "24" 260 0 "XAUS"
"18676" 2022-07-04 "24" 2413.064 0 "XFRA"
"18677" 2022-07-04 "24" 500 0 "XGRE"
"18683" 2022-07-05 "1" 649 0 "BSP"
"18684" 2022-07-05 "1" 329 0 "XAUS"
"18685" 2022-07-05 "1" 3394 0 "XFRA"
"18686" 2022-07-05 "1" 500 0 "XGRE"
"18687" 2022-07-05 "2" 649 0 "BSP"
"18688" 2022-07-05 "2" 329 0 "XAUS"
"18689" 2022-07-05 "2" 3394 0 "XFRA"
"18690" 2022-07-05 "2" 500 0 "XGRE"
"18691" 2022-07-05 "3" 649 0 "BSP"
"18692" 2022-07-05 "3" 329 0 "XAUS"
"18693" 2022-07-05 "3" 3394 0 "XFRA"
"18694" 2022-07-05 "3" 500 0 "XGRE"
"18695" 2022-07-05 "4" 663 0 "BSP"
"18696" 2022-07-05 "4" 335 0 "XAUS"
"18697" 2022-07-05 "4" 3465 0 "XFRA"
"18698" 2022-07-05 "4" 500 0 "XGRE"
"18699" 2022-07-05 "5" 663 0 "BSP"
"18700" 2022-07-05 "5" 335 0 "XAUS"
"18701" 2022-07-05 "5" 3465 0 "XFRA"
"18702" 2022-07-05 "5" 500 0 "XGRE"
"18703" 2022-07-05 "6" 663 0 "BSP"
"18704" 2022-07-05 "6" 335 0 "XAUS"
"18705" 2022-07-05 "6" 3465 0 "XFRA"
"18706" 2022-07-05 "6" 500 0 "XGRE"
"18707" 2022-07-05 "7" 663 0 "BSP"
"18708" 2022-07-05 "7" 335 0 "XAUS"
"18709" 2022-07-05 "7" 3302.101 0 "XFRA"
"18710" 2022-07-05 "7" 500 0 "XGRE"
"18711" 2022-07-05 "8" 587 0 "BSP"
"18712" 2022-07-05 "8" 301 0 "XAUS"
"18713" 2022-07-05 "8" 2558.678 0 "XFRA"
"18714" 2022-07-05 "8" 500 0 "XGRE"
"18715" 2022-07-05 "9" 584.421 0 "BSP"
"18716" 2022-07-05 "9" 301 0 "XAUS"
"18717" 2022-07-05 "9" 3083 0 "XFRA"
"18718" 2022-07-05 "9" 500 0 "XGRE"
"18719" 2022-07-05 "10" 620 0 "BSP"
"18720" 2022-07-05 "10" 315 0 "XAUS"
"18721" 2022-07-05 "10" 2689.749 0 "XFRA"
"18722" 2022-07-05 "10" 500 0 "XGRE"
"18723" 2022-07-05 "11" 620 0 "BSP"
"18724" 2022-07-05 "11" 315 0 "XAUS"
"18725" 2022-07-05 "11" 2922.412 0 "XFRA"
"18726" 2022-07-05 "11" 500 0 "XGRE"
"18727" 2022-07-05 "12" 574.503 0 "BSP"
"18728" 2022-07-05 "12" 315 0 "XAUS"
"18729" 2022-07-05 "12" 3257 0 "XFRA"
"18730" 2022-07-05 "12" 500 0 "XGRE"
"18731" 2022-07-05 "13" 0 620 "BSP"
"18732" 2022-07-05 "13" 323 0 "XAUS"
"18733" 2022-07-05 "13" 3374 0 "XFRA"
"18734" 2022-07-05 "13" 500 0 "XGRE"
"18735" 2022-07-05 "14" 0 434.628 "BSP"
"18736" 2022-07-05 "14" 323 0 "XAUS"
"18737" 2022-07-05 "14" 3374 0 "XFRA"
"18738" 2022-07-05 "14" 500 0 "XGRE"
"18739" 2022-07-05 "15" 594.902 0 "BSP"
"18740" 2022-07-05 "15" 323 0 "XAUS"
"18741" 2022-07-05 "15" 3374 0 "XFRA"
"18742" 2022-07-05 "15" 500 0 "XGRE"
"18743" 2022-07-05 "16" 417.919 0 "BSP"
"18744" 2022-07-05 "16" 315 0 "XAUS"
"18745" 2022-07-05 "16" 3257 0 "XFRA"
"18746" 2022-07-05 "16" 500 0 "XGRE"
"18747" 2022-07-05 "17" 601.061 0 "BSP"
"18748" 2022-07-05 "17" 315 0 "XAUS"
"18749" 2022-07-05 "17" 3257 0 "XFRA"
"18750" 2022-07-05 "17" 500 0 "XGRE"
"18751" 2022-07-05 "18" 620 0 "BSP"
"18752" 2022-07-05 "18" 315 0 "XAUS"
"18753" 2022-07-05 "18" 3257 0 "XFRA"
"18754" 2022-07-05 "18" 500 0 "XGRE"
"18755" 2022-07-05 "19" 531.056 0 "BSP"
"18756" 2022-07-05 "19" 303 0 "XAUS"
"18757" 2022-07-05 "19" 3104 0 "XFRA"
"18758" 2022-07-05 "19" 500 0 "XGRE"
"18759" 2022-07-05 "20" 497.849 0 "BSP"
"18760" 2022-07-05 "20" 303 0 "XAUS"
"18761" 2022-07-05 "20" 3104 0 "XFRA"
"18762" 2022-07-05 "20" 500 0 "XGRE"
"18763" 2022-07-05 "21" 260.605 0 "BSP"
"18764" 2022-07-05 "21" 303 0 "XAUS"
"18765" 2022-07-05 "21" 3104 0 "XFRA"
"18766" 2022-07-05 "21" 500 0 "XGRE"
"18767" 2022-07-05 "22" 564 0 "BSP"
"18768" 2022-07-05 "22" 292 0 "XAUS"
"18769" 2022-07-05 "22" 2957 0 "XFRA"
"18770" 2022-07-05 "22" 500 0 "XGRE"
"18771" 2022-07-05 "23" 564 0 "BSP"
"18772" 2022-07-05 "23" 292 0 "XAUS"
"18773" 2022-07-05 "23" 2957 0 "XFRA"
"18774" 2022-07-05 "23" 500 0 "XGRE"
"18775" 2022-07-05 "24" 581 0 "BSP"
"18776" 2022-07-05 "24" 301 0 "XAUS"
"18777" 2022-07-05 "24" 3035 0 "XFRA"
"18778" 2022-07-05 "24" 500 0 "XGRE"
"18784" 2022-07-06 "1" 670 0 "BSP"
