"Data" "Ora" "FlussoImport" "FlussoExport" "Zona"
"2" 2022-01-01 "1" 260 0 "BSP"
"3" 2022-01-01 "1" 295 0 "XAUS"
"4" 2022-01-01 "1" 1988 0 "XFRA"
"5" 2022-01-01 "1" 0 187.973 "XGRE"
"6" 2022-01-01 "2" 397 0 "BSP"
"7" 2022-01-01 "2" 256 0 "XAUS"
"8" 2022-01-01 "2" 1988 0 "XFRA"
"9" 2022-01-01 "2" 0 493.551 "XGRE"
"10" 2022-01-01 "3" 397 0 "BSP"
"11" 2022-01-01 "3" 225 0 "XAUS"
"12" 2022-01-01 "3" 1988 0 "XFRA"
"13" 2022-01-01 "3" 0 489.525 "XGRE"
"14" 2022-01-01 "4" 397 0 "BSP"
"15" 2022-01-01 "4" 213 0 "XAUS"
"16" 2022-01-01 "4" 1988 0 "XFRA"
"17" 2022-01-01 "4" 0 427.592 "XGRE"
"18" 2022-01-01 "5" 397 0 "BSP"
"19" 2022-01-01 "5" 209 0 "XAUS"
"20" 2022-01-01 "5" 1988 0 "XFRA"
"21" 2022-01-01 "5" 0 440.3 "XGRE"
"22" 2022-01-01 "6" 397 0 "BSP"
"23" 2022-01-01 "6" 217 0 "XAUS"
"24" 2022-01-01 "6" 1988 0 "XFRA"
"25" 2022-01-01 "6" 0 497.843 "XGRE"
"26" 2022-01-01 "7" 397 0 "BSP"
"27" 2022-01-01 "7" 263 0 "XAUS"
"28" 2022-01-01 "7" 1988 0 "XFRA"
"29" 2022-01-01 "7" 0 284.92 "XGRE"
"30" 2022-01-01 "8" 397 0 "BSP"
"31" 2022-01-01 "8" 295 0 "XAUS"
"32" 2022-01-01 "8" 1988 0 "XFRA"
"33" 2022-01-01 "8" 434.683 0 "XGRE"
"34" 2022-01-01 "9" 397 0 "BSP"
"35" 2022-01-01 "9" 295 0 "XAUS"
"36" 2022-01-01 "9" 1988 0 "XFRA"
"37" 2022-01-01 "9" 500 0 "XGRE"
"38" 2022-01-01 "10" 397 0 "BSP"
"39" 2022-01-01 "10" 286 0 "XAUS"
"40" 2022-01-01 "10" 1988 0 "XFRA"
"41" 2022-01-01 "10" 500 0 "XGRE"
"42" 2022-01-01 "11" 397 0 "BSP"
"43" 2022-01-01 "11" 236 0 "XAUS"
"44" 2022-01-01 "11" 1988 0 "XFRA"
"45" 2022-01-01 "11" 393.055 0 "XGRE"
"46" 2022-01-01 "12" 397 0 "BSP"
"47" 2022-01-01 "12" 194 0 "XAUS"
"48" 2022-01-01 "12" 1920 0 "XFRA"
"49" 2022-01-01 "12" 181.498 0 "XGRE"
"50" 2022-01-01 "13" 391 0 "BSP"
"51" 2022-01-01 "13" 186 0 "XAUS"
"52" 2022-01-01 "13" 1842 0 "XFRA"
"53" 2022-01-01 "13" 354.059 0 "XGRE"
"54" 2022-01-01 "14" 342 0 "BSP"
"55" 2022-01-01 "14" 163 0 "XAUS"
"56" 2022-01-01 "14" 1606 0 "XFRA"
"57" 2022-01-01 "14" 500 0 "XGRE"
"58" 2022-01-01 "15" 397 0 "BSP"
"59" 2022-01-01 "15" 221 0 "XAUS"
"60" 2022-01-01 "15" 1988 0 "XFRA"
"61" 2022-01-01 "15" 404.518 0 "XGRE"
"62" 2022-01-01 "16" 397 0 "BSP"
"63" 2022-01-01 "16" 281 0 "XAUS"
"64" 2022-01-01 "16" 1988 0 "XFRA"
"65" 2022-01-01 "16" 0 11.388 "XGRE"
"66" 2022-01-01 "17" 397 0 "BSP"
"67" 2022-01-01 "17" 295 0 "XAUS"
"68" 2022-01-01 "17" 1988 0 "XFRA"
"69" 2022-01-01 "17" 15.445 0 "XGRE"
"70" 2022-01-01 "18" 397 0 "BSP"
"71" 2022-01-01 "18" 295 0 "XAUS"
"72" 2022-01-01 "18" 1988 0 "XFRA"
"73" 2022-01-01 "18" 0 338.807 "XGRE"
"74" 2022-01-01 "19" 397 0 "BSP"
"75" 2022-01-01 "19" 295 0 "XAUS"
"76" 2022-01-01 "19" 1988 0 "XFRA"
"77" 2022-01-01 "19" 0 200.363 "XGRE"
"78" 2022-01-01 "20" 397 0 "BSP"
"79" 2022-01-01 "20" 295 0 "XAUS"
"80" 2022-01-01 "20" 1988 0 "XFRA"
"81" 2022-01-01 "20" 0 66.274 "XGRE"
"82" 2022-01-01 "21" 397 0 "BSP"
"83" 2022-01-01 "21" 295 0 "XAUS"
"84" 2022-01-01 "21" 1988 0 "XFRA"
"85" 2022-01-01 "21" 20.364 0 "XGRE"
"86" 2022-01-01 "22" 397 0 "BSP"
"87" 2022-01-01 "22" 295 0 "XAUS"
"88" 2022-01-01 "22" 1988 0 "XFRA"
"89" 2022-01-01 "22" 0 159.389 "XGRE"
"90" 2022-01-01 "23" 397 0 "BSP"
"91" 2022-01-01 "23" 295 0 "XAUS"
"92" 2022-01-01 "23" 1988 0 "XFRA"
"93" 2022-01-01 "23" 0 176.799 "XGRE"
"94" 2022-01-01 "24" 397 0 "BSP"
"95" 2022-01-01 "24" 295 0 "XAUS"
"96" 2022-01-01 "24" 1988 0 "XFRA"
"97" 2022-01-01 "24" 0 0.841 "XGRE"
"103" 2022-01-02 "1" 620 0 "BSP"
"104" 2022-01-02 "1" 295 0 "XAUS"
"105" 2022-01-02 "1" 1988 0 "XFRA"
"106" 2022-01-02 "1" 0 221.48 "XGRE"
"107" 2022-01-02 "2" 537 0 "BSP"
"108" 2022-01-02 "2" 256 0 "XAUS"
"109" 2022-01-02 "2" 1988 0 "XFRA"
"110" 2022-01-02 "2" 0 150.3 "XGRE"
"111" 2022-01-02 "3" 472 0 "BSP"
"112" 2022-01-02 "3" 225 0 "XAUS"
"113" 2022-01-02 "3" 1988 0 "XFRA"
"114" 2022-01-02 "3" 154.799 0 "XGRE"
"115" 2022-01-02 "4" 448 0 "BSP"
"116" 2022-01-02 "4" 213 0 "XAUS"
"117" 2022-01-02 "4" 1988 0 "XFRA"
"118" 2022-01-02 "4" 500 0 "XGRE"
"119" 2022-01-02 "5" 439 0 "BSP"
"120" 2022-01-02 "5" 209 0 "XAUS"
"121" 2022-01-02 "5" 1988 0 "XFRA"
"122" 2022-01-02 "5" 500 0 "XGRE"
"123" 2022-01-02 "6" 456 0 "BSP"
"124" 2022-01-02 "6" 217 0 "XAUS"
"125" 2022-01-02 "6" 1988 0 "XFRA"
"126" 2022-01-02 "6" 500 0 "XGRE"
"127" 2022-01-02 "7" 553 0 "BSP"
"128" 2022-01-02 "7" 263 0 "XAUS"
"129" 2022-01-02 "7" 1988 0 "XFRA"
"130" 2022-01-02 "7" 500 0 "XGRE"
"131" 2022-01-02 "8" 620 0 "BSP"
"132" 2022-01-02 "8" 295 0 "XAUS"
"133" 2022-01-02 "8" 1988 0 "XFRA"
"134" 2022-01-02 "8" 500 0 "XGRE"
"135" 2022-01-02 "9" 620 0 "BSP"
"136" 2022-01-02 "9" 295 0 "XAUS"
"137" 2022-01-02 "9" 1988 0 "XFRA"
"138" 2022-01-02 "9" 500 0 "XGRE"
"139" 2022-01-02 "10" 602 0 "BSP"
"140" 2022-01-02 "10" 286 0 "XAUS"
"141" 2022-01-02 "10" 1988 0 "XFRA"
"142" 2022-01-02 "10" 500 0 "XGRE"
"143" 2022-01-02 "11" 496 0 "BSP"
"144" 2022-01-02 "11" 236 0 "XAUS"
"145" 2022-01-02 "11" 1988 0 "XFRA"
"146" 2022-01-02 "11" 500 0 "XGRE"
"147" 2022-01-02 "12" 407 0 "BSP"
"148" 2022-01-02 "12" 194 0 "XAUS"
"149" 2022-01-02 "12" 1920 0 "XFRA"
"150" 2022-01-02 "12" 500 0 "XGRE"
"151" 2022-01-02 "13" 391 0 "BSP"
"152" 2022-01-02 "13" 186 0 "XAUS"
"153" 2022-01-02 "13" 1842 0 "XFRA"
"154" 2022-01-02 "13" 500 0 "XGRE"
"155" 2022-01-02 "14" 342 0 "BSP"
"156" 2022-01-02 "14" 163 0 "XAUS"
"157" 2022-01-02 "14" 1606 0 "XFRA"
"158" 2022-01-02 "14" 500 0 "XGRE"
"159" 2022-01-02 "15" 464 0 "BSP"
"160" 2022-01-02 "15" 221 0 "XAUS"
"161" 2022-01-02 "15" 1988 0 "XFRA"
"162" 2022-01-02 "15" 500 0 "XGRE"
"163" 2022-01-02 "16" 594 0 "BSP"
"164" 2022-01-02 "16" 281 0 "XAUS"
"165" 2022-01-02 "16" 1988 0 "XFRA"
"166" 2022-01-02 "16" 325.652 0 "XGRE"
"167" 2022-01-02 "17" 620 0 "BSP"
"168" 2022-01-02 "17" 295 0 "XAUS"
"169" 2022-01-02 "17" 1988 0 "XFRA"
"170" 2022-01-02 "17" 150.967 0 "XGRE"
"171" 2022-01-02 "18" 620 0 "BSP"
"172" 2022-01-02 "18" 295 0 "XAUS"
"173" 2022-01-02 "18" 1988 0 "XFRA"
"174" 2022-01-02 "18" 0 18.866 "XGRE"
"175" 2022-01-02 "19" 620 0 "BSP"
"176" 2022-01-02 "19" 295 0 "XAUS"
"177" 2022-01-02 "19" 1988 0 "XFRA"
"178" 2022-01-02 "19" 0 116.006 "XGRE"
"179" 2022-01-02 "20" 620 0 "BSP"
"180" 2022-01-02 "20" 295 0 "XAUS"
"181" 2022-01-02 "20" 1988 0 "XFRA"
"182" 2022-01-02 "20" 23.777 0 "XGRE"
"183" 2022-01-02 "21" 620 0 "BSP"
"184" 2022-01-02 "21" 295 0 "XAUS"
"185" 2022-01-02 "21" 1988 0 "XFRA"
"186" 2022-01-02 "21" 0 84.349 "XGRE"
"187" 2022-01-02 "22" 620 0 "BSP"
"188" 2022-01-02 "22" 295 0 "XAUS"
"189" 2022-01-02 "22" 1988 0 "XFRA"
"190" 2022-01-02 "22" 131.792 0 "XGRE"
"191" 2022-01-02 "23" 620 0 "BSP"
"192" 2022-01-02 "23" 295 0 "XAUS"
"193" 2022-01-02 "23" 1988 0 "XFRA"
"194" 2022-01-02 "23" 47.18 0 "XGRE"
"195" 2022-01-02 "24" 618 0 "BSP"
"196" 2022-01-02 "24" 292 0 "XAUS"
"197" 2022-01-02 "24" 1988 0 "XFRA"
"198" 2022-01-02 "24" 0 500 "XGRE"
"204" 2022-01-03 "1" 488 0 "BSP"
"205" 2022-01-03 "1" 232 0 "XAUS"
"206" 2022-01-03 "1" 2313 0 "XFRA"
"207" 2022-01-03 "1" 0 500 "XGRE"
"208" 2022-01-03 "2" 407 0 "BSP"
"209" 2022-01-03 "2" 194 0 "XAUS"
"210" 2022-01-03 "2" 1920 0 "XFRA"
"211" 2022-01-03 "2" 0 500 "XGRE"
"212" 2022-01-03 "3" 382 0 "BSP"
"213" 2022-01-03 "3" 182 0 "XAUS"
"214" 2022-01-03 "3" 1802 0 "XFRA"
"215" 2022-01-03 "3" 0 500 "XGRE"
"216" 2022-01-03 "4" 391 0 "BSP"
"217" 2022-01-03 "4" 186 0 "XAUS"
"218" 2022-01-03 "4" 1842 0 "XFRA"
"219" 2022-01-03 "4" 0 440.868 "XGRE"
"220" 2022-01-03 "5" 407 0 "BSP"
"221" 2022-01-03 "5" 194 0 "XAUS"
"222" 2022-01-03 "5" 1920 0 "XFRA"
"223" 2022-01-03 "5" 0 492.611 "XGRE"
"224" 2022-01-03 "6" 537 0 "BSP"
"225" 2022-01-03 "6" 254 0 "XAUS"
"226" 2022-01-03 "6" 2480 0 "XFRA"
"227" 2022-01-03 "6" 0 163.812 "XGRE"
"228" 2022-01-03 "7" 620 0 "BSP"
"229" 2022-01-03 "7" 295 0 "XAUS"
"230" 2022-01-03 "7" 2950 0 "XFRA"
"231" 2022-01-03 "7" 0 398.272 "XGRE"
"232" 2022-01-03 "8" 517.3 0 "BSP"
"233" 2022-01-03 "8" 315 0 "XAUS"
"234" 2022-01-03 "8" 3105 0 "XFRA"
"235" 2022-01-03 "8" 0 99.639 "XGRE"
"236" 2022-01-03 "9" 367.6 0 "BSP"
"237" 2022-01-03 "9" 315 0 "XAUS"
"238" 2022-01-03 "9" 3105 0 "XFRA"
"239" 2022-01-03 "9" 390.313 0 "XGRE"
"240" 2022-01-03 "10" 399.5 0 "BSP"
"241" 2022-01-03 "10" 315 0 "XAUS"
"242" 2022-01-03 "10" 3105 0 "XFRA"
"243" 2022-01-03 "10" 500 0 "XGRE"
"244" 2022-01-03 "11" 475.4 0 "BSP"
"245" 2022-01-03 "11" 315 0 "XAUS"
"246" 2022-01-03 "11" 3105 0 "XFRA"
"247" 2022-01-03 "11" 500 0 "XGRE"
"248" 2022-01-03 "12" 418.3 0 "BSP"
"249" 2022-01-03 "12" 315 0 "XAUS"
"250" 2022-01-03 "12" 3105 0 "XFRA"
"251" 2022-01-03 "12" 500 0 "XGRE"
"252" 2022-01-03 "13" 443.4 0 "BSP"
"253" 2022-01-03 "13" 315 0 "XAUS"
"254" 2022-01-03 "13" 3105 0 "XFRA"
"255" 2022-01-03 "13" 355.436 0 "XGRE"
"256" 2022-01-03 "14" 407.6 0 "BSP"
"257" 2022-01-03 "14" 315 0 "XAUS"
"258" 2022-01-03 "14" 3105 0 "XFRA"
"259" 2022-01-03 "14" 287.292 0 "XGRE"
"260" 2022-01-03 "15" 366.9 0 "BSP"
"261" 2022-01-03 "15" 315 0 "XAUS"
"262" 2022-01-03 "15" 3105 0 "XFRA"
"263" 2022-01-03 "15" 336.082 0 "XGRE"
"264" 2022-01-03 "16" 646.837 0 "BSP"
"265" 2022-01-03 "16" 315 0 "XAUS"
"266" 2022-01-03 "16" 3105 0 "XFRA"
"267" 2022-01-03 "16" 500 0 "XGRE"
"268" 2022-01-03 "17" 610.126 0 "BSP"
"269" 2022-01-03 "17" 315 0 "XAUS"
"270" 2022-01-03 "17" 3105 0 "XFRA"
"271" 2022-01-03 "17" 500 0 "XGRE"
"272" 2022-01-03 "18" 730 0 "BSP"
"273" 2022-01-03 "18" 315 0 "XAUS"
"274" 2022-01-03 "18" 3105 0 "XFRA"
"275" 2022-01-03 "18" 500 0 "XGRE"
"276" 2022-01-03 "19" 730 0 "BSP"
"277" 2022-01-03 "19" 315 0 "XAUS"
"278" 2022-01-03 "19" 3105 0 "XFRA"
"279" 2022-01-03 "19" 500 0 "XGRE"
"280" 2022-01-03 "20" 730 0 "BSP"
"281" 2022-01-03 "20" 315 0 "XAUS"
"282" 2022-01-03 "20" 3105 0 "XFRA"
"283" 2022-01-03 "20" 500 0 "XGRE"
"284" 2022-01-03 "21" 514.2 0 "BSP"
"285" 2022-01-03 "21" 315 0 "XAUS"
"286" 2022-01-03 "21" 3105 0 "XFRA"
"287" 2022-01-03 "21" 500 0 "XGRE"
"288" 2022-01-03 "22" 666.6 0 "BSP"
"289" 2022-01-03 "22" 315 0 "XAUS"
"290" 2022-01-03 "22" 3105 0 "XFRA"
"291" 2022-01-03 "22" 421.775 0 "XGRE"
"292" 2022-01-03 "23" 730 0 "BSP"
"293" 2022-01-03 "23" 315 0 "XAUS"
"294" 2022-01-03 "23" 3105 0 "XFRA"
"295" 2022-01-03 "23" 0 186.596 "XGRE"
"296" 2022-01-03 "24" 620 0 "BSP"
"297" 2022-01-03 "24" 295 0 "XAUS"
"298" 2022-01-03 "24" 2950 0 "XFRA"
"299" 2022-01-03 "24" 0 500 "XGRE"
"305" 2022-01-04 "1" 665 0 "BSP"
"306" 2022-01-04 "1" 310 0 "XAUS"
"307" 2022-01-04 "1" 3165 0 "XFRA"
"308" 2022-01-04 "1" 0 500 "XGRE"
"309" 2022-01-04 "2" 665 0 "BSP"
"310" 2022-01-04 "2" 310 0 "XAUS"
"311" 2022-01-04 "2" 3165 0 "XFRA"
"312" 2022-01-04 "2" 0 500 "XGRE"
"313" 2022-01-04 "3" 665 0 "BSP"
"314" 2022-01-04 "3" 310 0 "XAUS"
"315" 2022-01-04 "3" 2713.186 0 "XFRA"
"316" 2022-01-04 "3" 0 500 "XGRE"
"317" 2022-01-04 "4" 669 0 "BSP"
"318" 2022-01-04 "4" 312 0 "XAUS"
"319" 2022-01-04 "4" 1970.133 0 "XFRA"
"320" 2022-01-04 "4" 0 400.159 "XGRE"
"321" 2022-01-04 "5" 669 0 "BSP"
"322" 2022-01-04 "5" 312 0 "XAUS"
"323" 2022-01-04 "5" 2258.42 0 "XFRA"
"324" 2022-01-04 "5" 0 464.056 "XGRE"
"325" 2022-01-04 "6" 669 0 "BSP"
"326" 2022-01-04 "6" 312 0 "XAUS"
"327" 2022-01-04 "6" 3185 0 "XFRA"
"328" 2022-01-04 "6" 0 306.501 "XGRE"
"329" 2022-01-04 "7" 114.176 0 "BSP"
"330" 2022-01-04 "7" 312 0 "XAUS"
"331" 2022-01-04 "7" 3185 0 "XFRA"
"332" 2022-01-04 "7" 0 500 "XGRE"
"333" 2022-01-04 "8" 0 0 "BSP"
"334" 2022-01-04 "8" 294 0 "XAUS"
"335" 2022-01-04 "8" 2615.331 0 "XFRA"
"336" 2022-01-04 "8" 0 500 "XGRE"
"337" 2022-01-04 "9" 663 0 "BSP"
"338" 2022-01-04 "9" 294 0 "XAUS"
"339" 2022-01-04 "9" 2814 0 "XFRA"
"340" 2022-01-04 "9" 0 500 "XGRE"
"341" 2022-01-04 "10" 685 0 "BSP"
"342" 2022-01-04 "10" 301 0 "XAUS"
"343" 2022-01-04 "10" 2913 0 "XFRA"
"344" 2022-01-04 "10" 0 118.627 "XGRE"
"345" 2022-01-04 "11" 655.147 0 "BSP"
"346" 2022-01-04 "11" 301 0 "XAUS"
"347" 2022-01-04 "11" 2913 0 "XFRA"
"348" 2022-01-04 "11" 4.389 0 "XGRE"
"349" 2022-01-04 "12" 0 0 "BSP"
"350" 2022-01-04 "12" 198.351 0 "XAUS"
"351" 2022-01-04 "12" 2800.321 0 "XFRA"
"352" 2022-01-04 "12" 0 304.199 "XGRE"
"353" 2022-01-04 "13" 0 0 "BSP"
"354" 2022-01-04 "13" 0 0 "XAUS"
"355" 2022-01-04 "13" 1130.86 0 "XFRA"
"356" 2022-01-04 "13" 0 255.069 "XGRE"
"357" 2022-01-04 "14" 0 0 "BSP"
"358" 2022-01-04 "14" 0 0 "XAUS"
"359" 2022-01-04 "14" 1128.276 0 "XFRA"
"360" 2022-01-04 "14" 0 322.343 "XGRE"
"361" 2022-01-04 "15" 0 0 "BSP"
"362" 2022-01-04 "15" 0 0 "XAUS"
"363" 2022-01-04 "15" 2048.195 0 "XFRA"
"364" 2022-01-04 "15" 0 500 "XGRE"
"365" 2022-01-04 "16" 0 0 "BSP"
"366" 2022-01-04 "16" 311 0 "XAUS"
"367" 2022-01-04 "16" 2919.251 0 "XFRA"
"368" 2022-01-04 "16" 0 500 "XGRE"
"369" 2022-01-04 "17" 717 0 "BSP"
"370" 2022-01-04 "17" 311 0 "XAUS"
"371" 2022-01-04 "17" 3048 0 "XFRA"
"372" 2022-01-04 "17" 0 500 "XGRE"
"373" 2022-01-04 "18" 717 0 "BSP"
"374" 2022-01-04 "18" 311 0 "XAUS"
"375" 2022-01-04 "18" 3048 0 "XFRA"
"376" 2022-01-04 "18" 0 500 "XGRE"
"377" 2022-01-04 "19" 747 0 "BSP"
"378" 2022-01-04 "19" 320 0 "XAUS"
"379" 2022-01-04 "19" 3178 0 "XFRA"
"380" 2022-01-04 "19" 0 223.387 "XGRE"
"381" 2022-01-04 "20" 747 0 "BSP"
"382" 2022-01-04 "20" 320 0 "XAUS"
"383" 2022-01-04 "20" 3178 0 "XFRA"
"384" 2022-01-04 "20" 117.266 0 "XGRE"
"385" 2022-01-04 "21" 747 0 "BSP"
"386" 2022-01-04 "21" 320 0 "XAUS"
"387" 2022-01-04 "21" 3178 0 "XFRA"
"388" 2022-01-04 "21" 361.681 0 "XGRE"
"389" 2022-01-04 "22" 691 0 "BSP"
"390" 2022-01-04 "22" 303 0 "XAUS"
"391" 2022-01-04 "22" 2937 0 "XFRA"
"392" 2022-01-04 "22" 204.83 0 "XGRE"
"393" 2022-01-04 "23" 691 0 "BSP"
"394" 2022-01-04 "23" 303 0 "XAUS"
"395" 2022-01-04 "23" 2937 0 "XFRA"
"396" 2022-01-04 "23" 0 313.484 "XGRE"
"397" 2022-01-04 "24" 583 0 "BSP"
"398" 2022-01-04 "24" 282 0 "XAUS"
"399" 2022-01-04 "24" 2773 0 "XFRA"
"400" 2022-01-04 "24" 0 115.304 "XGRE"
"406" 2022-01-05 "1" 660 0 "BSP"
"407" 2022-01-05 "1" 309 0 "XAUS"
"408" 2022-01-05 "1" 3142 0 "XFRA"
"409" 2022-01-05 "1" 0 289.966 "XGRE"
"410" 2022-01-05 "2" 660 0 "BSP"
"411" 2022-01-05 "2" 309 0 "XAUS"
"412" 2022-01-05 "2" 2567.49 0 "XFRA"
"413" 2022-01-05 "2" 0 500 "XGRE"
"414" 2022-01-05 "3" 128.5 0 "BSP"
"415" 2022-01-05 "3" 309 0 "XAUS"
"416" 2022-01-05 "3" 2354.134 0 "XFRA"
"417" 2022-01-05 "3" 0 217.054 "XGRE"
"418" 2022-01-05 "4" 115 0 "BSP"
"419" 2022-01-05 "4" 322 0 "XAUS"
"420" 2022-01-05 "4" 2629.68 0 "XFRA"
"421" 2022-01-05 "4" 0 9.747 "XGRE"
"422" 2022-01-05 "5" 127 0 "BSP"
"423" 2022-01-05 "5" 322 0 "XAUS"
"424" 2022-01-05 "5" 2848.337 0 "XFRA"
"425" 2022-01-05 "5" 0 61.546 "XGRE"
"426" 2022-01-05 "6" 651.399 0 "BSP"
"427" 2022-01-05 "6" 322 0 "XAUS"
"428" 2022-01-05 "6" 1832.77 0 "XFRA"
"429" 2022-01-05 "6" 231.179 0 "XGRE"
"430" 2022-01-05 "7" 699 0 "BSP"
"431" 2022-01-05 "7" 322 0 "XAUS"
"432" 2022-01-05 "7" 3332 0 "XFRA"
"433" 2022-01-05 "7" 282.335 0 "XGRE"
"434" 2022-01-05 "8" 750 0 "BSP"
"435" 2022-01-05 "8" 321 0 "XAUS"
"436" 2022-01-05 "8" 2853.075 0 "XFRA"
"437" 2022-01-05 "8" 500 0 "XGRE"
"438" 2022-01-05 "9" 750 0 "BSP"
"439" 2022-01-05 "9" 321 0 "XAUS"
"440" 2022-01-05 "9" 3192 0 "XFRA"
"441" 2022-01-05 "9" 500 0 "XGRE"
"442" 2022-01-05 "10" 750 0 "BSP"
"443" 2022-01-05 "10" 321 0 "XAUS"
"444" 2022-01-05 "10" 2696.807 0 "XFRA"
"445" 2022-01-05 "10" 500 0 "XGRE"
"446" 2022-01-05 "11" 750 0 "BSP"
"447" 2022-01-05 "11" 321 0 "XAUS"
"448" 2022-01-05 "11" 2779.744 0 "XFRA"
"449" 2022-01-05 "11" 500 0 "XGRE"
"450" 2022-01-05 "12" 750 0 "BSP"
"451" 2022-01-05 "12" 321 0 "XAUS"
"452" 2022-01-05 "12" 3192 0 "XFRA"
"453" 2022-01-05 "12" 500 0 "XGRE"
"454" 2022-01-05 "13" 750 0 "BSP"
"455" 2022-01-05 "13" 321 0 "XAUS"
"456" 2022-01-05 "13" 3047.794 0 "XFRA"
"457" 2022-01-05 "13" 500 0 "XGRE"
"458" 2022-01-05 "14" 750 0 "BSP"
"459" 2022-01-05 "14" 321 0 "XAUS"
"460" 2022-01-05 "14" 3192 0 "XFRA"
"461" 2022-01-05 "14" 500 0 "XGRE"
"462" 2022-01-05 "15" 750 0 "BSP"
"463" 2022-01-05 "15" 321 0 "XAUS"
"464" 2022-01-05 "15" 3192 0 "XFRA"
"465" 2022-01-05 "15" 500 0 "XGRE"
"466" 2022-01-05 "16" 750 0 "BSP"
"467" 2022-01-05 "16" 321 0 "XAUS"
"468" 2022-01-05 "16" 3192 0 "XFRA"
"469" 2022-01-05 "16" 500 0 "XGRE"
"470" 2022-01-05 "17" 750 0 "BSP"
"471" 2022-01-05 "17" 321 0 "XAUS"
"472" 2022-01-05 "17" 3192 0 "XFRA"
"473" 2022-01-05 "17" 500 0 "XGRE"
"474" 2022-01-05 "18" 750 0 "BSP"
"475" 2022-01-05 "18" 321 0 "XAUS"
"476" 2022-01-05 "18" 3192 0 "XFRA"
"477" 2022-01-05 "18" 500 0 "XGRE"
"478" 2022-01-05 "19" 688 0 "BSP"
"479" 2022-01-05 "19" 302 0 "XAUS"
"480" 2022-01-05 "19" 2402.218 0 "XFRA"
"481" 2022-01-05 "19" 500 0 "XGRE"
"482" 2022-01-05 "20" 688 0 "BSP"
"483" 2022-01-05 "20" 302 0 "XAUS"
"484" 2022-01-05 "20" 2860.411 0 "XFRA"
"485" 2022-01-05 "20" 500 0 "XGRE"
"486" 2022-01-05 "21" 688 0 "BSP"
"487" 2022-01-05 "21" 302 0 "XAUS"
"488" 2022-01-05 "21" 1982.018 0 "XFRA"
"489" 2022-01-05 "21" 500 0 "XGRE"
"490" 2022-01-05 "22" 730 0 "BSP"
"491" 2022-01-05 "22" 315 0 "XAUS"
"492" 2022-01-05 "22" 2340.253 0 "XFRA"
"493" 2022-01-05 "22" 500 0 "XGRE"
"494" 2022-01-05 "23" 631 0 "BSP"
"495" 2022-01-05 "23" 284 0 "XAUS"
"496" 2022-01-05 "23" 1565.479 0 "XFRA"
"497" 2022-01-05 "23" 187.758 0 "XGRE"
"498" 2022-01-05 "24" 526 0 "BSP"
"499" 2022-01-05 "24" 263 0 "XAUS"
"500" 2022-01-05 "24" 0 700.299 "XFRA"
"501" 2022-01-05 "24" 49.212 0 "XGRE"
"507" 2022-01-06 "1" 500 0 "BSP"
"508" 2022-01-06 "1" 253 0 "XAUS"
"509" 2022-01-06 "1" 0 761.326 "XFRA"
"510" 2022-01-06 "1" 0 37.922 "XGRE"
"511" 2022-01-06 "2" 408 0 "BSP"
"512" 2022-01-06 "2" 216 0 "XAUS"
"513" 2022-01-06 "2" 0 1205 "XFRA"
"514" 2022-01-06 "2" 123.998 0 "XGRE"
"515" 2022-01-06 "3" 418 0 "BSP"
"516" 2022-01-06 "3" 213 0 "XAUS"
"517" 2022-01-06 "3" 0 866.813 "XFRA"
"518" 2022-01-06 "3" 446.464 0 "XGRE"
"519" 2022-01-06 "4" 391 0 "BSP"
"520" 2022-01-06 "4" 201 0 "XAUS"
"521" 2022-01-06 "4" 616.248 0 "XFRA"
"522" 2022-01-06 "4" 500 0 "XGRE"
"523" 2022-01-06 "5" 390 0 "BSP"
"524" 2022-01-06 "5" 200 0 "XAUS"
"525" 2022-01-06 "5" 1185.42 0 "XFRA"
"526" 2022-01-06 "5" 500 0 "XGRE"
"527" 2022-01-06 "6" 443 0 "BSP"
"528" 2022-01-06 "6" 218 0 "XAUS"
"529" 2022-01-06 "6" 0 365.924 "XFRA"
"530" 2022-01-06 "6" 500 0 "XGRE"
"531" 2022-01-06 "7" 523 0 "BSP"
"532" 2022-01-06 "7" 255 0 "XAUS"
"533" 2022-01-06 "7" 1944.054 0 "XFRA"
"534" 2022-01-06 "7" 500 0 "XGRE"
"535" 2022-01-06 "8" 534 0 "BSP"
"536" 2022-01-06 "8" 266 0 "XAUS"
"537" 2022-01-06 "8" 481.971 0 "XFRA"
"538" 2022-01-06 "8" 500 0 "XGRE"
"539" 2022-01-06 "9" 534 0 "BSP"
"540" 2022-01-06 "9" 266 0 "XAUS"
"541" 2022-01-06 "9" 0 1205 "XFRA"
"542" 2022-01-06 "9" 500 0 "XGRE"
"543" 2022-01-06 "10" 503 0 "BSP"
"544" 2022-01-06 "10" 255 0 "XAUS"
"545" 2022-01-06 "10" 0 1205 "XFRA"
"546" 2022-01-06 "10" 500 0 "XGRE"
"547" 2022-01-06 "11" 414 0 "BSP"
"548" 2022-01-06 "11" 213 0 "XAUS"
"549" 2022-01-06 "11" 86.263 0 "XFRA"
"550" 2022-01-06 "11" 500 0 "XGRE"
"551" 2022-01-06 "12" 358 0 "BSP"
"552" 2022-01-06 "12" 186 0 "XAUS"
"553" 2022-01-06 "12" 1441.161 0 "XFRA"
"554" 2022-01-06 "12" 500 0 "XGRE"
