"Data","Ora","PrezzoZonale","Quantita","Prezzo"
2023-11-03,"18",128.73,10,242
2023-11-03,"18",128.73,575.227,241.6
2023-11-03,"18",128.73,175,241
2023-11-03,"18",128.73,1780,240.91
2023-11-03,"18",128.73,3088.17,240.6
2023-11-03,"18",128.73,107.6,240
2023-11-03,"18",128.73,70,238.22
2023-11-03,"18",128.73,300.627,235
2023-11-03,"18",128.73,1,234.77
2023-11-03,"18",128.73,343.916,230
2023-11-03,"18",128.73,12.8,225.09
2023-11-03,"18",128.73,725.3,225
2023-11-03,"18",128.73,29,223.97
2023-11-03,"18",128.73,17.785,221.5
2023-11-03,"18",128.73,331.5,220
2023-11-03,"18",128.73,69.3,219.99
2023-11-03,"18",128.73,358,216
2023-11-03,"18",128.73,150.3,214.99
2023-11-03,"18",128.73,327.5,210
2023-11-03,"18",128.73,276.2,209.99
2023-11-03,"18",128.73,170,204.99
2023-11-03,"18",128.73,2,203.14
2023-11-03,"18",128.73,90.8,200
2023-11-03,"18",128.73,136.9,199
2023-11-03,"18",128.73,369.3,198
2023-11-03,"18",128.73,669,195.1
2023-11-03,"18",128.73,375.6,195
2023-11-03,"18",128.73,1.25,193.71
2023-11-03,"18",128.73,44.766,193
2023-11-03,"18",128.73,377.4,192
2023-11-03,"18",128.73,320.7,190
2023-11-03,"18",128.73,51.8,189.99
2023-11-03,"18",128.73,207.738,186.02
2023-11-03,"18",128.73,515.124,185
2023-11-03,"18",128.73,5,180.01
2023-11-03,"18",128.73,94,180
2023-11-03,"18",128.73,51.8,179.99
2023-11-03,"18",128.73,50.001,178.52
2023-11-03,"18",128.73,50,178.02
2023-11-03,"18",128.73,24.9,176.5
2023-11-03,"18",128.73,63,176.02
2023-11-03,"18",128.73,5,175.6
2023-11-03,"18",128.73,37.9,175
2023-11-03,"18",128.73,49.997,173.52
2023-11-03,"18",128.73,360,172
2023-11-03,"18",128.73,1.25,171.48
2023-11-03,"18",128.73,326,170.54
2023-11-03,"18",128.73,25,170.09
2023-11-03,"18",128.73,51.8,169.99
2023-11-03,"18",128.73,21,161.21
2023-11-03,"18",128.73,370,160.66
2023-11-03,"18",128.73,340,160.48
2023-11-03,"18",128.73,53,160
2023-11-03,"18",128.73,190,159.99
2023-11-03,"18",128.73,16,159.71
2023-11-03,"18",128.73,102,158.72
2023-11-03,"18",128.73,1.25,157.38
2023-11-03,"18",128.73,2.745,156.52
2023-11-03,"18",128.73,0.07,156.37
2023-11-03,"18",128.73,3,156
2023-11-03,"18",128.73,20,155
2023-11-03,"18",128.73,370,154.41
2023-11-03,"18",128.73,35.682,154.1
2023-11-03,"18",128.73,1.25,153.55
2023-11-03,"18",128.73,369,153.24
2023-11-03,"18",128.73,80,153.02
2023-11-03,"18",128.73,72,152.9
2023-11-03,"18",128.73,14.022,151.25
2023-11-03,"18",128.73,185,150.89
2023-11-03,"18",128.73,179,150.77
2023-11-03,"18",128.73,20,150.21
2023-11-03,"18",128.73,165.644,150
2023-11-03,"18",128.73,53.916,149.5
2023-11-03,"18",128.73,72.3,148.3
2023-11-03,"18",128.73,365,148.17
2023-11-03,"18",128.73,45.72,147.6
2023-11-03,"18",128.73,28,145
2023-11-03,"18",128.73,30.3,144.75
2023-11-03,"18",128.73,0.553,142.8
2023-11-03,"18",128.73,50,140.66
2023-11-03,"18",128.73,4.5,140
2023-11-03,"18",128.73,53,139.6
2023-11-03,"18",128.73,100,138.52
2023-11-03,"18",128.73,87,138.02
2023-11-03,"18",128.73,2.314,137.81
2023-11-03,"18",128.73,6,137
2023-11-03,"18",128.73,17.53,136.13
2023-11-03,"18",128.73,49.997,133.52
2023-11-03,"18",128.73,10,132
2023-11-03,"18",128.73,50.001,131.52
2023-11-03,"18",128.73,47.469,131.13
2023-11-03,"18",128.73,370,129.88
2023-11-03,"18",128.73,16,129.79
2023-11-03,"18",128.73,11.2,128.73
2023-11-03,"18",128.73,10,123.2
2023-11-03,"18",128.73,370,122.75
2023-11-03,"18",128.73,350,122.6
2023-11-03,"18",128.73,345,120.98
2023-11-03,"18",128.73,13,120
2023-11-03,"18",128.73,54,119.07
2023-11-03,"18",128.73,4.96,118.23
2023-11-03,"18",128.73,162,118.01
2023-11-03,"18",128.73,2.628,117.66
2023-11-03,"18",128.73,7,117.34
2023-11-03,"18",128.73,12.4,117
2023-11-03,"18",128.73,360,116.13
2023-11-03,"18",128.73,365,115.54
2023-11-03,"18",128.73,130.8,115
2023-11-03,"18",128.73,149,114.98
2023-11-03,"18",128.73,395,114.43
2023-11-03,"18",128.73,0.624,113.47
2023-11-03,"18",128.73,3.391,113.43
2023-11-03,"18",128.73,10.87,113.03
2023-11-03,"18",128.73,186,113.01
2023-11-03,"18",128.73,207,112.2
2023-11-03,"18",128.73,51,111.6
2023-11-03,"18",128.73,229.1,111.5
2023-11-03,"18",128.73,100,111.1
2023-11-03,"18",128.73,217,110.04
2023-11-03,"18",128.73,133,109.6
2023-11-03,"18",128.73,22.079,108.69
2023-11-03,"18",128.73,4.943,108.29
2023-11-03,"18",128.73,156.918,107
2023-11-03,"18",128.73,24.174,105
2023-11-03,"18",128.73,24.394,103.54
2023-11-03,"18",128.73,23.226,103.08
2023-11-03,"18",128.73,51,102.31
2023-11-03,"18",128.73,90.363,100
2023-11-03,"18",128.73,171,99.5
2023-11-03,"18",128.73,137.5,98.1
2023-11-03,"18",128.73,146,97.36
2023-11-03,"18",128.73,160.4,95.66
2023-11-03,"18",128.73,9.727,95.16
2023-11-03,"18",128.73,26,95
2023-11-03,"18",128.73,3.96,90
2023-11-03,"18",128.73,1.5,89.9
2023-11-03,"18",128.73,11.867,88.62
2023-11-03,"18",128.73,12,88.53
2023-11-03,"18",128.73,3.233,88.48
2023-11-03,"18",128.73,6.049,87.75
2023-11-03,"18",128.73,7.06,87.26
2023-11-03,"18",128.73,11.4,87.06
2023-11-03,"18",128.73,6,86.54
2023-11-03,"18",128.73,100,85.9
2023-11-03,"18",128.73,33.269,83.22
2023-11-03,"18",128.73,25.641,82.72
2023-11-03,"18",128.73,141.173,79.18
2023-11-03,"18",128.73,7.1,78.52
2023-11-03,"18",128.73,14.898,78.22
2023-11-03,"18",128.73,0.029,77.96
2023-11-03,"18",128.73,11.855,77.78
2023-11-03,"18",128.73,131,75
2023-11-03,"18",128.73,2.117,72.83
2023-11-03,"18",128.73,355,70.1
2023-11-03,"18",128.73,149,70
2023-11-03,"18",128.73,20,68.48
2023-11-03,"18",128.73,7,68.28
2023-11-03,"18",128.73,9.3,68.27
2023-11-03,"18",128.73,58.586,67.9
2023-11-03,"18",128.73,94.32,67.69
2023-11-03,"18",128.73,120,65
2023-11-03,"18",128.73,10.58,61.44
2023-11-03,"18",128.73,24.986,60.91
2023-11-03,"18",128.73,853.69,60
2023-11-03,"18",128.73,35,58.5
2023-11-03,"18",128.73,102.7,56.5
2023-11-03,"18",128.73,10.8,54.35
2023-11-03,"18",128.73,14.682,50
2023-11-03,"18",128.73,7,49
2023-11-03,"18",128.73,16.013,48.54
2023-11-03,"18",128.73,12.4,47.1
2023-11-03,"18",128.73,5.028,46
2023-11-03,"18",128.73,249.324,31
2023-11-03,"18",128.73,139.199,30
2023-11-03,"18",128.73,212,29.76
2023-11-03,"18",128.73,5.634,28.22
2023-11-03,"18",128.73,2,27.9
2023-11-03,"18",128.73,0.02,25
2023-11-03,"18",128.73,22.278,23.63
2023-11-03,"18",128.73,0.02,18.69
2023-11-03,"18",128.73,38.333,17.98
2023-11-03,"18",128.73,87.117,17.73
2023-11-03,"18",128.73,26.224,17.26
2023-11-03,"18",128.73,30.278,15
2023-11-03,"18",128.73,0.01,13.3
2023-11-03,"18",128.73,12.2,12.31
2023-11-03,"18",128.73,12,11.44
2023-11-03,"18",128.73,12,11
2023-11-03,"18",128.73,6,10.5
2023-11-03,"18",128.73,186.81,10
2023-11-03,"18",128.73,6.1,9.9
2023-11-03,"18",128.73,29.7,9.8
2023-11-03,"18",128.73,15.7,9.7
2023-11-03,"18",128.73,22.9,9.6
2023-11-03,"18",128.73,61.2,9.5
2023-11-03,"18",128.73,27.5,9.3
2023-11-03,"18",128.73,151.2,9
2023-11-03,"18",128.73,18.9,8.7
2023-11-03,"18",128.73,10.7,8.5
2023-11-03,"18",128.73,48.6,8
2023-11-03,"18",128.73,11.9,7
2023-11-03,"18",128.73,0.103,6
2023-11-03,"18",128.73,349.014,5
2023-11-03,"18",128.73,40,4
2023-11-03,"18",128.73,578.979,3
2023-11-03,"18",128.73,2668.156,1
2023-11-03,"18",128.73,13.089,0.5
2023-11-03,"18",128.73,80,0.2
2023-11-03,"18",128.73,39.165,0.1
2023-11-03,"18",128.73,12.975,0.05
2023-11-03,"18",128.73,523.851,0.01
2023-11-03,"18",128.73,17488.806,0
2023-11-03,"18",128.73,4,-0.5
2023-11-03,"18",128.73,685.937,-1
2023-11-03,"18",128.73,70.9,-2
2023-11-03,"18",128.73,170.497,-5
2023-11-03,"18",128.73,644.041,-5.5
2023-11-03,"18",128.73,64.398,-10
2023-11-03,"18",128.73,390.453,-11
2023-11-03,"18",128.73,42.764,-100
2023-11-03,"18",128.73,1200.954,-500
2023-11-03,"21",115.54,227.946,4000
2023-11-03,"21",115.54,0.001,800
2023-11-03,"21",115.54,0.01,700
2023-11-03,"21",115.54,0.003,632
2023-11-03,"21",115.54,20.8,499
2023-11-03,"21",115.54,100,325.19
2023-11-03,"21",115.54,40,289
2023-11-03,"21",115.54,3479,281
2023-11-03,"21",115.54,19.3,270
2023-11-03,"21",115.54,288,262.1
2023-11-03,"21",115.54,5,260
2023-11-03,"21",115.54,60,244
2023-11-03,"21",115.54,37,243
2023-11-03,"21",115.54,3876.876,242.6
2023-11-03,"21",115.54,10,242
2023-11-03,"21",115.54,533.817,241.6
2023-11-03,"21",115.54,175,241
2023-11-03,"21",115.54,1780,240.91
2023-11-03,"21",115.54,2002.434,240.6
2023-11-03,"21",115.54,107.6,240
2023-11-03,"21",115.54,70,238.22
2023-11-03,"21",115.54,300.827,235
2023-11-03,"21",115.54,338.716,230
2023-11-03,"21",115.54,730.2,225
2023-11-03,"21",115.54,29,223.97
2023-11-03,"21",115.54,17.785,221.5
2023-11-03,"21",115.54,377.5,220
2023-11-03,"21",115.54,71.1,219.99
2023-11-03,"21",115.54,15.4,216.53
2023-11-03,"21",115.54,357,216
2023-11-03,"21",115.54,152.6,214.99
2023-11-03,"21",115.54,327.5,210
2023-11-03,"21",115.54,276.5,209.99
2023-11-03,"21",115.54,170,204.99
2023-11-03,"21",115.54,2,203.14
2023-11-03,"21",115.54,90.8,200
2023-11-03,"21",115.54,137.8,199
2023-11-03,"21",115.54,371.6,198
2023-11-03,"21",115.54,676,195.1
2023-11-03,"21",115.54,377.9,195
2023-11-03,"21",115.54,1.25,193.71
2023-11-03,"21",115.54,44.766,193
2023-11-03,"21",115.54,380,192
2023-11-03,"21",115.54,51.7,189.99
2023-11-03,"21",115.54,515.124,185
2023-11-03,"21",115.54,5,180.8
2023-11-03,"21",115.54,5,180.01
2023-11-03,"21",115.54,95,180
2023-11-03,"21",115.54,51.8,179.99
2023-11-03,"21",115.54,63,176.02
2023-11-03,"21",115.54,39.1,175
2023-11-03,"21",115.54,360,172
2023-11-03,"21",115.54,1.25,171.48
2023-11-03,"21",115.54,51.8,169.99
2023-11-03,"21",115.54,24.2,169.7
2023-11-03,"21",115.54,50.001,164.98
2023-11-03,"21",115.54,50,161.98
2023-11-03,"21",115.54,21,161.21
2023-11-03,"21",115.54,2,160.5
2023-11-03,"21",115.54,340,160.48
2023-11-03,"21",115.54,38.5,160
2023-11-03,"21",115.54,190,159.99
2023-11-03,"21",115.54,50,159.98
2023-11-03,"21",115.54,16,159.71
2023-11-03,"21",115.54,1.25,157.38
2023-11-03,"21",115.54,3,156
2023-11-03,"21",115.54,25,155.36
2023-11-03,"21",115.54,213.6,155
2023-11-03,"21",115.54,370,154.41
2023-11-03,"21",115.54,35.682,154.1
2023-11-03,"21",115.54,1.25,153.55
2023-11-03,"21",115.54,72,152.9
2023-11-03,"21",115.54,325,152.11
2023-11-03,"21",115.54,20,150.21
2023-11-03,"21",115.54,155.006,150
2023-11-03,"21",115.54,53.916,149.5
2023-11-03,"21",115.54,103.6,148.4
2023-11-03,"21",115.54,72.3,148.3
2023-11-03,"21",115.54,370,148.17
2023-11-03,"21",115.54,7.529,148.14
2023-11-03,"21",115.54,45.72,147.6
2023-11-03,"21",115.54,28,145
2023-11-03,"21",115.54,371,143.29
2023-11-03,"21",115.54,2.745,140.48
2023-11-03,"21",115.54,30.3,140.2
2023-11-03,"21",115.54,87,138.02
2023-11-03,"21",115.54,7,137
2023-11-03,"21",115.54,80,136.98
2023-11-03,"21",115.54,369,136.68
2023-11-03,"21",115.54,4.5,135
2023-11-03,"21",115.54,184,134.58
2023-11-03,"21",115.54,179,134.47
2023-11-03,"21",115.54,17.464,133.33
2023-11-03,"21",115.54,10,132
2023-11-03,"21",115.54,0.558,130.12
2023-11-03,"21",115.54,28.434,130
2023-11-03,"21",115.54,370,129.88
2023-11-03,"21",115.54,38.954,128.33
2023-11-03,"21",115.54,22.56,127.14
2023-11-03,"21",115.54,100,126.04
2023-11-03,"21",115.54,16,125.22
2023-11-03,"21",115.54,2.592,124.71
2023-11-03,"21",115.54,11.2,124.16
2023-11-03,"21",115.54,370,122.75
2023-11-03,"21",115.54,350,122.6
2023-11-03,"21",115.54,27.929,121.81
2023-11-03,"21",115.54,350,120.98
2023-11-03,"21",115.54,21.41,120
2023-11-03,"21",115.54,207.618,119.98
2023-11-03,"21",115.54,56,119.6
2023-11-03,"21",115.54,10,119.38
2023-11-03,"21",115.54,55,119.11
2023-11-03,"21",115.54,167,118.41
2023-11-03,"21",115.54,50.001,117.98
2023-11-03,"21",115.54,12.4,117
2023-11-03,"21",115.54,360,116.13
2023-11-03,"21",115.54,370,115.54
2023-11-03,"21",115.54,151,115.17
2023-11-03,"21",115.54,138,115
2023-11-03,"21",115.54,397.4,114.43
2023-11-03,"21",115.54,50,113.48
2023-11-03,"21",115.54,192,112.39
2023-11-03,"21",115.54,208,112.38
2023-11-03,"21",115.54,51,111.6
2023-11-03,"21",115.54,211,110.82
2023-11-03,"21",115.54,8.39,110.67
2023-11-03,"21",115.54,10,110.53
2023-11-03,"21",115.54,220,110.08
2023-11-03,"21",115.54,50,108.48
2023-11-03,"21",115.54,159.445,107
2023-11-03,"21",115.54,5.78,105.32
2023-11-03,"21",115.54,24.327,105
2023-11-03,"21",115.54,24.7,104.7
2023-11-03,"21",115.54,2.102,103.59
2023-11-03,"21",115.54,171.722,103.2
2023-11-03,"21",115.54,23.373,103.08
2023-11-03,"21",115.54,51,102.31
2023-11-03,"21",115.54,8.066,100.38
2023-11-03,"21",115.54,3.391,100.27
2023-11-03,"21",115.54,67.7,100
2023-11-03,"21",115.54,174,99.71
2023-11-03,"21",115.54,0.67,99.67
2023-11-03,"21",115.54,158,98.42
2023-11-03,"21",115.54,142.2,98.3
2023-11-03,"21",115.54,164,95.66
2023-11-03,"21",115.54,18.232,95.12
2023-11-03,"21",115.54,4.943,95.04
2023-11-03,"21",115.54,447.7,90.93
2023-11-03,"21",115.54,1.9,89.9
2023-11-03,"21",115.54,7.447,87.22
2023-11-03,"21",115.54,11.6,87.06
2023-11-03,"21",115.54,6.5,86.54
2023-11-03,"21",115.54,100,85.9
2023-11-03,"21",115.54,30,85.7
2023-11-03,"21",115.54,9.609,81.64
2023-11-03,"21",115.54,118.46,79.18
2023-11-03,"21",115.54,3.182,75.28
2023-11-03,"21",115.54,131,75
2023-11-03,"21",115.54,12,74.9
2023-11-03,"21",115.54,4.899,74.65
2023-11-03,"21",115.54,13.197,74.55
2023-11-03,"21",115.54,355,70.1
2023-11-03,"21",115.54,230.5,70
2023-11-03,"21",115.54,10.96,69.99
2023-11-03,"21",115.54,31.745,69.97
2023-11-03,"21",115.54,0.051,69.16
2023-11-03,"21",115.54,7.1,65.46
2023-11-03,"21",115.54,15.667,65.16
2023-11-03,"21",115.54,120,65
2023-11-03,"21",115.54,10.291,64.6
2023-11-03,"21",115.54,2.117,60.35
2023-11-03,"21",115.54,853.69,60
2023-11-03,"21",115.54,53.224,55.46
2023-11-03,"21",115.54,9.3,55.43
2023-11-03,"21",115.54,7,55.25
2023-11-03,"21",115.54,20,54.8
2023-11-03,"21",115.54,12.161,50
2023-11-03,"21",115.54,99.7,49.7
2023-11-03,"21",115.54,24.329,49.38
2023-11-03,"21",115.54,7,49
2023-11-03,"21",115.54,8.6,47.68
2023-11-03,"21",115.54,35,44.58
2023-11-03,"21",115.54,9.1,38.54
2023-11-03,"21",115.54,15.548,35.43
2023-11-03,"21",115.54,185,31
2023-11-03,"21",115.54,145.061,30
2023-11-03,"21",115.54,0.02,25
2023-11-03,"21",115.54,38.305,18.39
2023-11-03,"21",115.54,85.479,17.68
2023-11-03,"21",115.54,26.224,17.22
2023-11-03,"21",115.54,30.038,15
2023-11-03,"21",115.54,3.78,14.92
2023-11-03,"21",115.54,2,14.74
2023-11-03,"21",115.54,12,11.82
2023-11-03,"21",115.54,12.2,11.42
2023-11-03,"21",115.54,12.6,11
2023-11-03,"21",115.54,0.5,10.8
2023-11-03,"21",115.54,15.189,10.39
2023-11-03,"21",115.54,227.9,10
2023-11-03,"21",115.54,9.1,9.9
2023-11-03,"21",115.54,31.2,9.8
2023-11-03,"21",115.54,17.4,9.7
2023-11-03,"21",115.54,18,9.6
2023-11-03,"21",115.54,45.6,9.5
2023-11-03,"21",115.54,28.7,9.3
2023-11-03,"21",115.54,168.2,9
2023-11-03,"21",115.54,23.2,8.7
2023-11-03,"21",115.54,10.2,8.5
2023-11-03,"21",115.54,54.5,8
2023-11-03,"21",115.54,14,7
2023-11-03,"21",115.54,0.003,6
2023-11-03,"21",115.54,203,5.79
2023-11-03,"21",115.54,379.815,5
2023-11-03,"21",115.54,25,4
2023-11-03,"21",115.54,568.056,3
2023-11-03,"21",115.54,2599.432,1
2023-11-03,"21",115.54,5.236,0.5
2023-11-03,"21",115.54,40,0.2
2023-11-03,"21",115.54,33.865,0.1
2023-11-03,"21",115.54,7.675,0.05
2023-11-03,"21",115.54,382.221,0.01
2023-11-03,"21",115.54,16150.733,0
2023-11-03,"21",115.54,4,-0.5
2023-11-03,"21",115.54,699.891,-1
2023-11-03,"21",115.54,51.3,-2
2023-11-03,"21",115.54,143.947,-5
2023-11-03,"21",115.54,545.811,-5.5
2023-11-03,"21",115.54,52.69,-10
2023-11-03,"21",115.54,338.783,-11
2023-11-03,"21",115.54,2.5,-50
2023-11-03,"21",115.54,106.705,-100
2023-11-03,"21",115.54,1357.562,-500
2023-11-03,"23",98.7,7.5,990
2023-11-03,"23",98.7,0.001,800
2023-11-03,"23",98.7,0.003,632
2023-11-03,"23",98.7,23.7,499
2023-11-03,"23",98.7,101,325.19
2023-11-03,"23",98.7,40,289
2023-11-03,"23",98.7,3486,281
2023-11-03,"23",98.7,19.4,270
2023-11-03,"23",98.7,288,262.1
2023-11-03,"23",98.7,5,260
2023-11-03,"23",98.7,60,244
2023-11-03,"23",98.7,37,243
2023-11-03,"23",98.7,3872.176,242.6
2023-11-03,"23",98.7,10,242
2023-11-03,"23",98.7,366.856,241.6
2023-11-03,"23",98.7,175,241
2023-11-03,"23",98.7,1780,240.91
2023-11-03,"23",98.7,272.957,240.6
2023-11-03,"23",98.7,116.945,240
2023-11-03,"23",98.7,70,238.22
2023-11-03,"23",98.7,421.804,235
2023-11-03,"23",98.7,103.5,234.77
2023-11-03,"23",98.7,334.9,230
2023-11-03,"23",98.7,734.8,225
2023-11-03,"23",98.7,29,223.97
2023-11-03,"23",98.7,17.785,221.5
2023-11-03,"23",98.7,377.5,220
2023-11-03,"23",98.7,71.7,219.99
2023-11-03,"23",98.7,2182,216
2023-11-03,"23",98.7,154.9,214.99
2023-11-03,"23",98.7,327.5,210
2023-11-03,"23",98.7,278.2,209.99
2023-11-03,"23",98.7,170,204.99
2023-11-03,"23",98.7,2,203.14
2023-11-03,"23",98.7,79.8,200
2023-11-03,"23",98.7,137.7,199
2023-11-03,"23",98.7,373.5,198
2023-11-03,"23",98.7,679,195.1
2023-11-03,"23",98.7,378.7,195
2023-11-03,"23",98.7,44.766,193
2023-11-03,"23",98.7,382,192
2023-11-03,"23",98.7,52.1,189.99
2023-11-03,"23",98.7,271.9,185
2023-11-03,"23",98.7,14.4,181.28
2023-11-03,"23",98.7,5,180.01
2023-11-03,"23",98.7,193.3,180
2023-11-03,"23",98.7,52.2,179.99
2023-11-03,"23",98.7,63,176.02
2023-11-03,"23",98.7,39.5,175
2023-11-03,"23",98.7,360,172
2023-11-03,"23",98.7,95,170
2023-11-03,"23",98.7,52.2,169.99
2023-11-03,"23",98.7,44,165
2023-11-03,"23",98.7,21,161.21
2023-11-03,"23",98.7,340,160.48
2023-11-03,"23",98.7,40.2,160
2023-11-03,"23",98.7,190,159.99
2023-11-03,"23",98.7,16,159.71
2023-11-03,"23",98.7,3,156
2023-11-03,"23",98.7,20,155
2023-11-03,"23",98.7,370,154.41
2023-11-03,"23",98.7,35.682,154.1
2023-11-03,"23",98.7,72,152.9
2023-11-03,"23",98.7,20,150.21
2023-11-03,"23",98.7,127.3,150
2023-11-03,"23",98.7,53.916,149.5
2023-11-03,"23",98.7,72.3,148.3
2023-11-03,"23",98.7,370,148.17
2023-11-03,"23",98.7,45.72,147.6
2023-11-03,"23",98.7,50,146.04
2023-11-03,"23",98.7,87,138.02
2023-11-03,"23",98.7,7,137
2023-11-03,"23",98.7,50.001,136.51
2023-11-03,"23",98.7,10,132
2023-11-03,"23",98.7,50,131.51
2023-11-03,"23",98.7,370,129.88
2023-11-03,"23",98.7,0.551,128.15
2023-11-03,"23",98.7,44.8,127.3
2023-11-03,"23",98.7,370,122.75
2023-11-03,"23",98.7,350,122.6
2023-11-03,"23",98.7,2.239,122.55
2023-11-03,"23",98.7,80,121.04
2023-11-03,"23",98.7,350,120.98
2023-11-03,"23",98.7,56,119.6
2023-11-03,"23",98.7,56,119.14
2023-11-03,"23",98.7,25,119.03
2023-11-03,"23",98.7,168,118.54
2023-11-03,"23",98.7,12.4,117
2023-11-03,"23",98.7,370,116.13
2023-11-03,"23",98.7,370,115.54
2023-11-03,"23",98.7,154,115.27
2023-11-03,"23",98.7,205.705,115.01
2023-11-03,"23",98.7,360.1,115
2023-11-03,"23",98.7,398.8,114.43
2023-11-03,"23",98.7,369,114
2023-11-03,"23",98.7,198,112.39
2023-11-03,"23",98.7,208,112.27
2023-11-03,"23",98.7,4.331,111.78
2023-11-03,"23",98.7,51,111.6
2023-11-03,"23",98.7,100,111.04
2023-11-03,"23",98.7,215,110.73
2023-11-03,"23",98.7,223,110.1
2023-11-03,"23",98.7,12.933,110
2023-11-03,"23",98.7,30,107
2023-11-03,"23",98.7,26.954,105
2023-11-03,"23",98.7,20.058,103.54
2023-11-03,"23",98.7,171.37,103.2
2023-11-03,"23",98.7,23.471,103.08
2023-11-03,"23",98.7,5.108,102.75
2023-11-03,"23",98.7,2,102.5
2023-11-03,"23",98.7,51,102.31
2023-11-03,"23",98.7,30.3,102.3
2023-11-03,"23",98.7,2.252,102.12
2023-11-03,"23",98.7,17.394,100.6
2023-11-03,"23",98.7,30.06,100
2023-11-03,"23",98.7,176,99.84
2023-11-03,"23",98.7,148.253,98.7
2023-11-03,"23",98.7,160,98.58
2023-11-03,"23",98.7,3.391,98.14
2023-11-03,"23",98.7,38.711,98
2023-11-03,"23",98.7,0.687,97.89
2023-11-03,"23",98.7,7.917,97.36
2023-11-03,"23",98.7,166.1,95.66
2023-11-03,"23",98.7,35.686,95.6
2023-11-03,"23",98.7,7.64,93.5
2023-11-03,"23",98.7,14.258,93.14
2023-11-03,"23",98.7,4.943,93.09
2023-11-03,"23",98.7,451.6,90.93
2023-11-03,"23",98.7,18.41,90
2023-11-03,"23",98.7,1.9,89.9
2023-11-03,"23",98.7,50.001,89.51
2023-11-03,"23",98.7,16,87.3
2023-11-03,"23",98.7,7.443,87.24
2023-11-03,"23",98.7,11.7,87.06
2023-11-03,"23",98.7,11.2,87.02
2023-11-03,"23",98.7,7,86.54
2023-11-03,"23",98.7,100,85.9
2023-11-03,"23",98.7,2.745,85.51
2023-11-03,"23",98.7,18.593,82.82
2023-11-03,"23",98.7,10,81.5
2023-11-03,"23",98.7,30.426,80
2023-11-03,"23",98.7,9.373,79.76
2023-11-03,"23",98.7,150.058,79.18
2023-11-03,"23",98.7,10,75.28
2023-11-03,"23",98.7,131,75
2023-11-03,"23",98.7,12,73
2023-11-03,"23",98.7,8,72.84
2023-11-03,"23",98.7,3.105,72.79
2023-11-03,"23",98.7,3.727,72.61
2023-11-03,"23",98.7,50,71.51
2023-11-03,"23",98.7,355,70.1
2023-11-03,"23",98.7,149,70
2023-11-03,"23",98.7,8.66,69.92
2023-11-03,"23",98.7,29.166,67.27
2023-11-03,"23",98.7,50,66.51
2023-11-03,"23",98.7,120,65
2023-11-03,"23",98.7,15.021,63.1
2023-11-03,"23",98.7,7.596,62.7
2023-11-03,"23",98.7,7.1,62.69
2023-11-03,"23",98.7,24.6,62.3
2023-11-03,"23",98.7,63.96,60
2023-11-03,"23",98.7,30,58.8
2023-11-03,"23",98.7,2.117,57.92
2023-11-03,"23",98.7,74.95,55.04
2023-11-03,"23",98.7,10.82,54.06
2023-11-03,"23",98.7,52.128,53.1
2023-11-03,"23",98.7,7,53.01
2023-11-03,"23",98.7,20,52.85
2023-11-03,"23",98.7,9.3,52.81
2023-11-03,"23",98.7,19.197,50
2023-11-03,"23",98.7,7,49
2023-11-03,"23",98.7,35,42.84
2023-11-03,"23",98.7,14.159,32.41
2023-11-03,"23",98.7,154.095,31
2023-11-03,"23",98.7,813.89,30
2023-11-03,"23",98.7,0.058,27.14
2023-11-03,"23",98.7,0.02,25
2023-11-03,"23",98.7,38.268,18.38
2023-11-03,"23",98.7,75.264,18.02
2023-11-03,"23",98.7,26.224,17.24
2023-11-03,"23",98.7,28.096,15
2023-11-03,"23",98.7,3.236,13.02
2023-11-03,"23",98.7,2,12.85
2023-11-03,"23",98.7,12.2,12.01
2023-11-03,"23",98.7,10,11.57
2023-11-03,"23",98.7,12.918,11
2023-11-03,"23",98.7,8.5,10.8
2023-11-03,"23",98.7,213.4,10
2023-11-03,"23",98.7,8.9,9.9
2023-11-03,"23",98.7,26.2,9.8
2023-11-03,"23",98.7,17.6,9.7
2023-11-03,"23",98.7,14.2,9.6
2023-11-03,"23",98.7,37.2,9.5
2023-11-03,"23",98.7,28.7,9.3
2023-11-03,"23",98.7,161.4,9
2023-11-03,"23",98.7,23.1,8.7
2023-11-03,"23",98.7,8.6,8.5
2023-11-03,"23",98.7,47.6,8
2023-11-03,"23",98.7,95.6,7.3
2023-11-03,"23",98.7,12.113,7.2
2023-11-03,"23",98.7,13.9,7
2023-11-03,"23",98.7,8.4,6.93
2023-11-03,"23",98.7,0.003,6
2023-11-03,"23",98.7,43.503,5.95
2023-11-03,"23",98.7,341.031,5
2023-11-03,"23",98.7,25,4
2023-11-03,"23",98.7,6.1,3.29
2023-11-03,"23",98.7,524.165,3
2023-11-03,"23",98.7,2446.083,1
2023-11-03,"23",98.7,5.224,0.5
2023-11-03,"23",98.7,20,0.2
2023-11-03,"23",98.7,32.04,0.1
2023-11-03,"23",98.7,5.85,0.05
2023-11-03,"23",98.7,340.386,0.01
2023-11-03,"23",98.7,13610.153,0
2023-11-03,"23",98.7,4,-0.5
2023-11-03,"23",98.7,700.156,-1
2023-11-03,"23",98.7,49.7,-2
2023-11-03,"23",98.7,135.293,-5
2023-11-03,"23",98.7,514.311,-5.5
2023-11-03,"23",98.7,56.009,-10
2023-11-03,"23",98.7,322.215,-11
